Unsorted Index,Domain,Total Tokens,URL Appearances,Assign to [Name],Website Issue,User Content,Website Description,Content Domain I,Content Domain II,Content Domain III,Content Domain (other),Type of service,Type of service (Other),Sensitive content: Nudity,Sensitive content: Pornography,Sensitive content: Drugs,Sensitive content: Violence,Sensitive content: Illegal Activities,Sensitive content: Hate Speech
49125,upge.wn.com,9021001,11800,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16964,www.digitaltrends.com,8992626,16666,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33386,www.indiewire.com,8987514,19195,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44440,www.apnews.com,8981058,31067,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14579,jezebel.com,8972796,24412,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
207110,wacriswell.com,8971484,2423,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26454,www.nps.gov,8948816,17552,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66478,www.counterpunch.org,8911693,7462,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13343,www.teenvogue.com,8900149,23265,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4475,www.geometry.net,8897749,5074,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19224,www.tennis-x.com,8886865,3936,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2066,www.engadget.com,8872634,21671,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22549,www.statscrop.com,8847310,8595,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3462,disneyparksmomspanel.disney.go.com,8842142,51420,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
225074,www.onlinebigbrother.com,8837030,2751,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3198,www.foxsports.com,8835342,22904,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27185,www.universetoday.com,8828802,10687,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20375,www.pocket-lint.com,8821334,15690,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145999,bmcevolbiol.biomedcentral.com,8819696,1453,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68124,ambergriscaye.com,8816817,8376,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51906,www.wuxiaworld.com,8812153,5853,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44864,www.popularmechanics.com,8808274,15868,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13422,www.scotsman.com,8802194,19300,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
178090,www.amazingfacts.org,8795321,1886,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
188908,lookformedical.com,8787868,2859,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20969,ew.com,8787191,20812,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19050,www.gq.com,8774424,13315,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31679,enacademic.com,8754680,4191,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33974,steemit.com,8752689,21287,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7226,www.bravotv.com,8751211,27488,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6442,www.lonelyplanet.com,8729879,38250,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108461,www.ukessays.com,8716666,4241,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3046,www.treehugger.com,8714385,25042,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5107,lareviewofbooks.org,8698868,5398,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
227364,gistgear.com,8686628,5652,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82758,pediatrics.aappublications.org,8683229,3920,Hanlin Li,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29094,www.livestrong.com,8672875,18045,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1869,www.androidpolice.com,8671233,23316,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2846,www.upi.com,8665569,23044,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6868,answers.sap.com,8651345,51484,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3216,www.change.org,8644595,28433,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44893,spie.org,8627647,26544,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136154,advances.sciencemag.org,8589579,2202,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1362,www.sfchronicle.com,8588900,13431,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38492,forum.mrmoneymustache.com,8588502,3995,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21392,www.shameface.com.wstub.archive.org,8552741,5894,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
79025,www.travelandleisure.com,8549541,17387,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12065,www.firstshowing.net,8539895,12639,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133672,www.pearltrees.com,8517286,10112,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1754,www.sandiegouniontribune.com,8500094,15014,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1865,www.techspot.com,8484661,27477,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
223055,chinacleanenergyinc.com,8467049,893,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18859,hellogiggles.com,8444597,21204,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44144,www.kellyspants.com,8442534,2427,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20536,vmestesmamoy.su,8398879,4409,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5731,www.healthline.com,8393142,9877,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19996,www.thewrap.com,8390596,22439,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9303,www.foodandwine.com,8385649,26207,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25229,www.therebel.media,8384634,8332,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8221,www.chron.com,8384390,16780,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20619,biblehub.com,8379226,14476,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
70243,theanarchistlibrary.org,8378616,2609,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
204010,bmcmicrobiol.biomedcentral.com,8377316,1674,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143544,smresidences.com.ph,8366890,2791,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6500,open.library.ubc.ca,8349402,4210,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136659,bmcresnotes.biomedcentral.com,8333266,2874,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14423,wn.com,8321610,28671,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1014,www.tweaktown.com,8320099,29742,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27737,www.theage.com.au,8311401,12460,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
719,legal-dictionary.thefreedictionary.com,8263769,22164,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8748,www.thewildlifenews.com,8249974,4290,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41978,www.dw.com,8234740,14122,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11468,ecode360.com,8227776,6215,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2890,www.angelfire.com,8219101,14612,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11671,www.nj.com,8214789,15215,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52572,lifehacker.com,8180396,22573,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56079,www.motherearthnews.com,8176951,8085,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97489,www.scientificamerican.com,8176569,12470,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2172,www.techworld.com,8142461,17820,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9940,ehistory.osu.edu,8119295,19180,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12977,www.lds.org,8111187,13477,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53664,theconservativetreehouse.com,8109015,2387,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18056,www.investopedia.com,8093479,13354,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147181,www.counter-currents.com,8092290,3740,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
462361,store.vioc.com,8088498,1216,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110460,www.emptywheel.net,8071938,3530,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
32716,bigthink.com,8071370,17077,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135424,foreignpolicy.com,8066803,7594,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2948,www.news.com.au,8055930,15573,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130446,www.rationalresponders.com,8026570,3746,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15791,www.ars.usda.gov,8024125,16981,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
94008,www.bodybuilding.com,8015927,7260,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
212743,usa.indettaglio.it,8001048,4824,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88383,karendejo.info,7996841,5436,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
98133,www.prolekare.cz,7987939,1364,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59333,www.dovepress.com,7982130,10318,Emad,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
173230,www.jci.org,7976501,1876,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51663,www.israelnationalnews.com,7971862,20869,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20257,www.answers.com,7969340,9933,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12156,newatlas.com,7968682,16225,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
332074,www.webmastercristiano.com,7959582,1692,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9478,www.syfy.com,7954721,17153,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
33803,www.khinsider.com,7948945,7677,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11342,www.dpreview.com,7927646,12978,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45316,pubs.geoscienceworld.org,7926198,11832,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
183162,www.ballroomchicago.com,7926014,449,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
468326,biglistofwebsites.com,7918403,3647,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5525,community.esri.com,7907444,28855,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
6321,www.zerohedge.com,7888132,13164,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31412,blogs.seattletimes.com,7885934,24253,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31313,www.freep.com,7858235,14122,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
751255,al-mourabitoun.com,7853923,492,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27608,insecure.archiveofourown.org,7848917,12404,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1364,www.citylab.com,7844924,12237,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44569,datausa.io,7844597,3582,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27772,www.politico.eu,7840502,8561,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25668,thehockeywriters.com,7834306,9270,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28167,www.vogue.com,7807525,22994,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
303086,web.newworldencyclopedia.org,7774719,3226,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
347977,curia.europa.eu,7753729,1417,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9967,themillions.com,7750819,6767,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19401,www.nbcnewyork.com,7743752,22896,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66485,www.tmonews.com,7737669,3215,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21199,www.golfdigest.com,7730872,15028,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
203302,www.theautomaticearth.com,7708670,1959,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4394,www.aanda.org,7704088,4181,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102435,www.osnews.com,7671698,2519,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13495,ca.reuters.com,7669438,23515,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113870,lasvegashoteldeals.info,7665689,4459,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3281,novelzec.com,7663050,5814,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2772,www.genealogytoday.com,7657009,9761,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22645,lifestylechic.info,7640880,5254,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4124,www.foodnetwork.com,7632976,33088,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
180219,www.evanmarckatz.com,7630633,1634,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
80644,openparliament.ca,7619979,3466,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
87353,www.kpubs.org,7613861,2738,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14919,www.jewishworldreview.com,7610449,10758,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36294,www.jsonline.com,7605623,13144,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7331,www.eventbrite.co.uk,7604148,39963,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62406,www.romper.com,7601163,11928,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
351023,www.spacerxstories.com,7599373,605,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22284,www.domainmarket.com,7598546,15439,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
218562,horrorwood.info,7581083,503,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12763,www.simonandschuster.com,7553411,9320,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4238,www.infobarrel.com,7553175,9775,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12480,bugzilla.mozilla.org,7547474,11556,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11667,bra-fitter.info,7545064,3923,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2427,www.lexology.com,7531162,8226,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21143,www.dumpsterator.com,7521945,5975,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1733,www.detroitnews.com,7519963,15873,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5050,www.minnpost.com,7518297,9772,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46965,www.itproportal.com,7511128,20158,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
74323,seenmoments.com,7498398,5590,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5582,www.thefader.com,7497748,27218,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9578,bitcointalk.org,7490233,11987,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
382606,bmcbioinformatics.biomedcentral.com,7489430,1598,Manan Dey,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68386,www.eurasiareview.com,7488180,8919,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1757,www.mcall.com,7483837,13914,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14425,www2.deloitte.com,7483725,17193,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5622,www.smashwords.com,7480995,28277,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
147765,www.vialibri.net,7477866,2146,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20588,www.epicurious.com,7477317,12986,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108116,yaygara.info,7470210,5918,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21459,pitchfork.com,7469633,15016,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1225,amp.pharm.mssm.edu,7465509,4141,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23629,skift.com,7463530,15625,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13397,blogs.sap.com,7462003,11500,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7958,www.sciforums.com,7457673,6183,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23224,interventions.onlinejacc.org,7450815,4532,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18499,elizabethkirke.com,7445519,5891,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50793,amino.com,7437377,11022,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
73122,www.unz.com,7435425,2040,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
68428,lab101.info,7434522,5881,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7526,www.medicinenet.com,7429909,13246,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52833,www.indystar.com,7416090,12273,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
708,www.thedrive.com,7415027,13201,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3698,www.rxlist.com,7412922,3839,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25945,us.blastingnews.com,7408794,15995,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28521,www.infoq.com,7408163,7896,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99105,www.marksdailyapple.com,7403455,2805,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
67374,bmra.org,7391761,5908,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46531,forums.somethingawful.com,7391316,3280,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38882,ledenevipartnery.info,7380348,5737,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139961,bmcmusculoskeletdisord.biomedcentral.com,7380245,1924,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17498,www.acrwebsite.org,7379612,2145,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1608,kladr.info,7376052,5221,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56530,tcmc-staging.info,7364614,5376,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10509,www.lifewire.com,7358129,9815,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2213,www.dignitymemorial.com,7342492,18246,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1874,www.mnn.com,7340111,14692,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38376,appadvice.com,7331494,34853,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15640,www.meforum.org,7329875,7435,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3915,www.cincinnati.com,7310863,14100,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97980,science.sciencemag.org,7307710,6473,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11926,www.newsday.com,7303079,15272,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41995,www.outsideonline.com,7297053,10655,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
295187,forum.luckymojo.com,7271995,3146,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11641,clutch.co,7259980,4831,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
695,rationalwiki.org,7252700,7464,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
294714,postthreads.org,7241056,1381,Muennighoff,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
